D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_27_295.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_27_295.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_27_295.jpg,0,0,0,0.002885625
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_27_373.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_27_373.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_27_373.jpg,0,0,0,0.002487884
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_27_450.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_27_450.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_27_450.jpg,0,0,0,0.002928194
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_27_530.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_27_530.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_27_530.jpg,0,0,0,0.002490952
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_27_602.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_27_602.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_27_602.jpg,0,0,0,0.009621094
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_27_683.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_27_683.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_27_683.jpg,0,0,0,0.002343913
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_27_761.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_27_761.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_27_761.jpg,0,0,0,0.00966375
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_27_836.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_27_836.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_27_836.jpg,0,0,0,0.002429368
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_27_911.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_27_911.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_27_911.jpg,0,0,0,0.009583249
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_27_984.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_27_984.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_27_984.jpg,0,0,0,0.002185419
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_059.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_059.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_059.jpg,0,0,0,0.00282236
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_136.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_136.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_136.jpg,0,0,0,0.002146765
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_216.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_216.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_216.jpg,0,0,0,0.002632262
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_294.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_294.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_294.jpg,0,0,0,0.002224436
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_372.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_372.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_372.jpg,0,0,0,0.00288127
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_460.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_460.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_460.jpg,0,0,0,0.002099881
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_565.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_565.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_565.jpg,0,0,0,0.009280782
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_644.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_644.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_644.jpg,0,0,0,0.002330556
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_723.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_723.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_723.jpg,0,0,0,0.009592529
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_797.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_797.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_797.jpg,0,0,0,0.002436895
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_872.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_872.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_872.jpg,0,0,0,0.009824164
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_28_951.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_28_951.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_28_951.jpg,0,0,0,0.002381696
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_025.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_025.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_025.jpg,0,0,0,0.002827537
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_100.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_100.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_100.jpg,0,0,0,0.002091593
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_177.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_177.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_177.jpg,0,0,0,0.002843844
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_255.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_255.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_255.jpg,0,0,0,0.002063232
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_331.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_331.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_331.jpg,0,0,0,0.002593917
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_411.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_411.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_411.jpg,0,0,0,0.002077976
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_488.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_488.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_488.jpg,0,0,0,0.002627302
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_571.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_571.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_571.jpg,0,0,0,0.002119973
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_645.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_645.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_645.jpg,0,0,0,0.007108659
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_721.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_721.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_721.jpg,0,0,0,0.00157083
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_796.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_796.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_796.jpg,0,0,0,0.007476221
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_870.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_870.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_870.jpg,0,0,0,0.001624025
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_29_944.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_29_944.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_29_944.jpg,0,0,0,0.002311811
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_30_019.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_30_019.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_30_019.jpg,0,0,0,0.003137291
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_30_094.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_30_094.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_30_094.jpg,0,0,0,0.002269359
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_30_169.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_30_169.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_30_169.jpg,0,0,0,0.002893128
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_30_242.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_30_242.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_30_242.jpg,0,0,0,0.002489573
D:\Autonomous cars\Simulation Data\IMG\center_2021_06_30_05_47_30_318.jpg,D:\Autonomous cars\Simulation Data\IMG\left_2021_06_30_05_47_30_318.jpg,D:\Autonomous cars\Simulation Data\IMG\right_2021_06_30_05_47_30_318.jpg,0,0,0,0.009436016
